ID,Age,CustomerSince,HighestSpend,ZipCode,HiddenScore,MonthlyAverageSpend,Level
744,61,37,40,94539,4,2.2,1
745,45,20,154,94720,2,2.8,1
746,30,4,49,93955,3,1.1,2
747,62,37,85,95051,4,3.4,2
748,57,32,21,94112,3,0.1,2
749,41,17,14,91330,1,1,1
750,58,34,60,92008,4,1.6,2
751,29,5,138,93106,2,4.33,1
752,53,28,98,90210,1,1.3,3
753,64,39,22,90071,4,0.6,2
754,49,23,49,94720,1,1.2,2
755,38,14,102,95020,2,1.9,1
756,56,30,45,91103,4,0.7,2
757,56,31,82,95348,4,1.3,3
758,52,28,81,91745,3,1.8,2
759,64,39,35,90266,1,1.5,2
760,53,28,59,91950,2,1.9,2
761,29,3,52,92122,3,1.1,2
762,48,24,84,92152,3,0.7,1
763,32,6,85,90504,1,2.7,2
764,54,28,65,94122,1,0.2,1
765,37,13,89,95051,2,1.7,2
766,47,21,109,95822,4,1.8,1
767,37,12,81,94538,1,2.8,1
768,64,39,38,92024,1,1.1,3
769,43,19,72,90024,2,1.7,1
770,33,6,78,90250,4,2,2
771,26,2,172,94551,2,6.9,2
772,42,18,71,91614,3,2.33,1
773,54,28,165,92093,1,4.1,3
774,41,16,120,92612,2,3.9,1
775,55,29,39,92154,1,0.2,1
776,65,39,23,92835,3,0.7,2
777,50,26,135,92121,2,4.6,3
778,55,31,12,95060,2,0.2,1
779,62,36,92,94801,2,0.7,2
780,53,28,192,94304,2,6.4,3
781,32,7,42,92634,4,0.8,1
782,56,32,158,94588,3,3.7,3
783,54,30,194,92056,3,6,3
784,44,20,160,94606,2,7.6,1
785,48,22,98,94115,2,6.3,1
786,46,22,164,94122,2,7.6,1
787,45,21,42,94305,2,2.5,1
788,45,15,202,91380,3,10,3
789,58,34,10,92521,4,0.7,1
790,29,3,31,92126,4,0.3,2
791,55,30,58,92028,4,0.9,1
792,55,29,65,94501,4,2.8,2
793,41,16,98,93117,1,4,3
794,24,-2,150,94720,2,2,1
795,54,29,44,91301,2,2.3,3
796,57,32,15,92806,2,0.2,3
797,30,6,82,93657,2,2.5,1
798,42,17,61,94998,3,0.5,3
799,29,2,38,93063,1,2,2
800,29,3,39,95051,4,2.1,3
801,31,7,173,91040,1,6,1
802,47,23,8,92612,4,0.2,1
803,36,12,51,92521,3,2,1
804,52,27,62,92661,4,1.8,3
805,54,28,34,94061,4,0.7,2
806,55,29,132,95758,3,5.9,2
807,53,27,44,94542,4,1.5,3
808,52,27,162,92096,1,8.1,1
809,64,39,64,92068,3,2.2,1
810,54,29,111,94304,1,0.1,3
811,32,6,41,92182,2,2,3
812,63,33,52,94720,4,1.67,3
813,36,10,65,90089,4,2.2,2
814,50,25,130,94720,1,1.1,2
815,33,8,45,93943,2,0.1,1
816,62,38,35,94596,1,1.9,2
817,49,23,65,94035,3,0.7,2
818,41,15,38,90291,2,0.7,1
819,51,27,42,95039,4,1.1,2
820,56,30,45,90024,4,1.5,3
821,51,25,145,90740,1,0.3,1
822,39,13,33,92093,4,1.5,3
823,61,35,60,96091,3,1.4,3
824,35,9,45,90509,1,2,1
825,39,15,72,94801,4,2.4,1
826,37,11,34,95616,3,0.2,2
827,48,21,23,93555,3,0.67,2
828,63,37,45,94542,2,1,3
829,35,9,28,94542,4,1,1
830,55,30,81,90254,4,3.8,2
831,29,5,72,92407,3,0.7,2
832,61,31,49,94066,4,1.67,3
833,36,10,31,90630,4,1.2,2
834,61,35,63,94939,3,2.2,3
835,36,12,150,95138,4,5.4,1
836,58,33,142,92691,2,3.9,1
837,42,17,74,92123,3,3,1
838,30,4,24,92096,1,0.4,2
839,45,20,29,92507,4,1.9,3
840,39,15,79,92646,4,2.4,1
841,27,3,94,92373,2,0.2,1
842,57,33,121,94542,1,4.3,1
843,34,10,54,92101,3,2,1
844,64,39,73,94720,3,2.4,1
845,47,23,71,95762,1,0.8,3
846,44,17,29,94706,3,1,2
847,51,27,93,92154,1,2.7,1
848,40,14,73,94539,1,1.5,3
849,57,32,19,94720,4,0.9,2
850,33,8,58,94305,2,0.1,1
851,46,20,39,95054,1,0.2,1
852,41,16,23,94521,2,1.4,2
853,33,7,29,92064,1,0.6,3
854,27,2,155,95138,1,0.8,1
855,52,28,90,95814,1,2.6,2
856,59,33,113,92152,2,2,1
857,62,38,42,94025,1,1.8,3
858,49,25,30,95616,4,0.2,1
859,45,19,19,94720,3,0.5,2
860,63,37,124,92182,3,5,2
861,57,31,30,95841,2,0.7,2
862,60,30,28,92354,1,1.5,3
863,50,23,15,94025,2,1,2
864,54,30,70,90095,1,1.6,3
865,28,2,10,94080,1,0.1,2
866,60,34,22,92037,3,0.3,3
867,44,20,70,94611,4,1.9,1
868,61,35,61,94708,1,1.6,1
869,40,15,161,94596,2,3.3,1
870,54,30,29,93014,2,0.8,1
871,43,19,35,92106,3,0.5,1
872,54,28,48,96091,4,2.8,2
873,32,7,44,90095,4,0.8,1
874,24,0,88,90740,3,0.8,1
875,30,4,40,92056,4,2.1,3
876,61,36,21,95616,4,0.4,2
877,40,14,58,94025,2,2.8,1
878,35,11,59,95123,4,0.1,2
879,33,3,74,95616,4,4,3
880,63,37,84,91768,4,1.9,2
881,57,31,58,91604,1,0.2,1
882,44,19,154,92116,2,8.8,1
883,51,25,185,94117,1,1.7,1
884,51,26,78,92703,1,1.2,1
885,38,13,55,91709,2,1.1,2
886,31,5,30,94304,4,0.3,2
887,54,29,74,93907,3,2,2
888,41,16,118,94720,2,3.3,1
889,57,33,182,94114,2,3.3,3
890,24,-2,82,91103,2,1.6,3
891,55,29,29,92780,4,1.5,3
892,32,6,120,94102,4,5.4,1
893,38,12,53,95616,2,2.4,2
894,58,32,43,93943,3,1.4,1
895,29,4,59,95064,4,2.2,1
896,43,17,84,94608,4,2.6,3
897,50,24,161,95133,3,3.4,1
898,62,37,21,92691,4,0.4,2
899,57,32,63,94111,4,0.7,1
900,30,3,172,91302,3,3.4,2
901,30,4,51,94709,4,0.2,1
902,57,33,24,95616,4,0.7,1
903,57,33,95,95054,2,1.6,1
904,43,18,59,90048,1,2.4,1
905,28,2,51,90503,4,1.8,2
906,46,22,28,94720,1,1,1
907,29,3,154,94720,2,2,1
908,64,40,15,91711,2,0.3,3
909,66,36,55,93023,4,1.67,3
910,23,-1,149,91709,1,6.33,1
911,60,36,79,92120,1,1.8,3
912,47,21,68,94538,4,2.6,3
913,35,10,78,94105,1,2.6,2
914,57,32,34,92507,2,2,2
915,65,41,195,91711,3,0.4,1
916,53,28,184,94550,1,8.1,1
917,44,20,85,92192,2,3.2,1
918,45,20,200,90405,2,8.8,1
919,41,16,64,92325,3,0.5,3
920,51,27,88,91116,1,2.6,2
921,27,1,42,94501,3,2.4,2
922,31,5,91,92096,3,1.6,1
923,32,6,38,92868,1,0.3,1
924,55,30,28,95123,1,1.5,2
925,55,30,32,91330,4,0.1,3
926,42,18,31,94720,1,0.3,3
927,33,9,22,93940,4,0.4,2
928,65,40,95,95014,3,3.7,2
929,35,10,74,90638,4,1.3,1
930,55,30,22,92121,1,1.5,2
931,28,4,43,92103,3,0.1,2
932,27,3,43,91302,1,1,3
933,51,27,112,94720,3,1.8,2
934,50,23,9,92064,2,1,2
935,58,33,81,91320,2,0,3
936,46,20,131,95929,1,5.7,1
937,62,32,19,92109,1,1.5,3
938,38,13,62,92093,3,0.7,2
939,62,37,19,95818,4,0.4,2
940,56,32,8,93943,2,0.3,1
941,61,36,193,94303,1,4.7,3
942,38,13,129,92093,4,4.4,1
943,55,29,30,91320,4,0.7,2
944,30,4,80,94701,4,1.8,2
945,41,15,22,90503,4,1.5,3
946,57,32,33,91745,1,1.5,2
947,36,11,64,91355,4,2.1,3
948,55,29,60,94305,3,2.2,3
949,30,4,81,92037,1,2.9,3
950,40,16,45,94720,3,0.6,2
951,32,6,112,95054,4,1.8,2
952,59,34,83,94105,2,3.4,3
953,44,20,180,93943,2,7.6,1
954,51,26,28,92130,4,0.2,2
955,37,12,169,91107,2,5.2,3
956,59,35,14,90840,4,0.7,1
957,37,11,43,90250,1,2,1
958,56,32,88,94309,2,0.3,1
959,55,29,78,90747,4,2.6,3
960,49,24,68,94143,1,0.2,2
961,46,22,144,93611,2,3.3,1
962,35,9,30,94114,4,1,1
963,47,21,120,95833,1,0,1
964,39,14,24,94305,2,0.3,2
965,27,1,78,92037,4,2.3,3
966,62,36,135,94301,2,5.2,2
967,57,32,44,91605,2,1.6,3
968,55,30,73,92675,4,3.8,2
969,55,31,90,92868,1,2.7,2
970,41,15,58,94704,3,0.5,3
971,57,32,75,94928,2,3.7,1
972,43,19,174,92028,3,1.7,3
973,40,16,50,92093,2,1.7,1
974,43,18,85,92703,1,4,3
975,63,38,54,90401,3,2.2,1
976,63,38,83,92122,2,3.4,1
977,54,30,24,94109,4,0.2,1
978,54,30,45,95134,4,1.1,2
979,52,26,68,92068,1,0.8,3
980,50,26,48,94720,4,0.1,3
981,38,13,114,92697,1,1,3
982,36,12,142,90064,3,2.3,2
983,58,33,52,94402,3,0.5,2
984,46,22,142,92220,2,3.3,1
985,50,25,15,92173,1,0.4,3
986,46,22,118,92120,1,4.7,1
987,53,27,101,90245,4,4.9,1
988,62,36,84,94609,2,2.8,1
989,63,39,32,94998,1,1.9,2
990,42,16,64,94607,3,0.5,3
991,34,10,81,94002,4,3.4,1
992,40,14,28,94025,4,1.5,3
993,34,9,93,94608,1,0,1
994,41,15,185,91775,1,3.6,2
995,32,8,42,90650,1,1.8,2
996,28,3,45,94305,2,1.6,3
997,33,6,49,92037,2,1.67,2
998,46,20,69,92780,3,2.1,1
999,52,27,94,93106,1,2.8,2
1000,60,35,18,92120,1,1.5,2
1001,59,35,8,92691,4,0.7,1
1002,57,32,55,90717,4,2.1,1
1003,46,20,85,95617,2,0.4,3
1004,25,1,62,94720,4,0,1
1005,53,23,65,95054,4,2,3
1006,38,12,138,95112,2,0,1
1007,63,38,103,91103,1,2.5,1
1008,44,19,99,95064,3,3.5,3
1009,50,24,152,92220,1,7.3,1
1010,28,3,25,91330,2,0.9,3
1011,27,3,98,95616,2,2.5,1
1012,52,27,39,94304,2,0.7,2
1013,50,25,40,95820,1,1.3,2
1014,39,13,58,94551,3,2.1,1
1015,50,26,192,90245,2,1.8,3
1016,60,34,62,94303,1,0.8,2
1017,30,5,69,94720,1,0.8,2
1018,31,5,40,94305,4,1.3,3
1019,39,15,61,90018,2,0.6,3
1020,29,3,30,91745,4,0.3,2
1021,54,29,29,90071,1,1.5,2
1022,35,8,41,92612,2,1,2
1023,27,3,118,95605,1,3.3,2
1024,45,20,109,94117,1,7,1
1025,58,33,122,93711,4,0.2,2
1026,62,37,50,94545,3,1.5,1
1027,28,4,43,95616,3,0.1,2
1028,32,7,108,94550,1,4.6,1
1029,29,4,110,92096,4,2.5,3
1030,41,17,20,94720,1,1.4,3
1031,61,35,112,90024,4,1.7,3
1032,56,32,25,95403,1,0.1,2
1033,37,12,42,94720,3,0.7,2
1034,60,34,29,95973,2,0.3,1
1035,49,23,84,90095,3,2.1,1
1036,43,17,81,94720,4,2.6,3
1037,53,28,55,94720,4,0.9,1
1038,35,11,40,93106,1,2.4,2
1039,56,30,145,95831,4,5.7,2
1040,41,16,175,94304,2,1.1,3
1041,36,6,78,91107,4,1.8,3
1042,56,32,51,92780,4,1.5,1
1043,64,34,50,95616,4,1.67,3
1044,51,27,21,95630,3,0.4,1
1045,49,24,79,95827,1,0.2,2
1046,43,18,84,92096,1,4,3
1047,51,26,34,94105,4,0.4,2
1048,55,31,73,94143,4,1.6,2
1049,62,37,90,95747,3,0.5,1
1050,35,10,23,94501,4,0.2,3
1051,53,27,145,90095,2,6.1,3
1052,33,7,54,92886,4,0.2,1
1053,43,17,49,95812,3,2.2,2
1054,58,32,51,95819,1,2.8,2
1055,63,38,8,95136,4,0.6,2
1056,31,6,62,95630,1,1,1
1057,36,6,25,95020,1,0.67,3
1058,30,0,63,95503,2,1.75,3
1059,59,34,24,94105,2,0.2,3
1060,28,2,11,91203,1,0.1,2
1061,59,34,23,93111,1,0.1,1
1062,47,22,33,91105,1,1.4,3
1063,47,21,83,92220,1,3.8,1
1064,56,30,39,90024,3,1.4,1
1065,41,17,138,95008,3,6.9,2
1066,25,1,113,90401,3,2.5,1
1067,30,5,125,90016,4,0.5,3
1068,50,24,195,95035,1,1.7,1
1069,34,9,105,90035,3,1.2,3
1070,44,18,75,91203,2,3.5,1
1071,36,9,40,90840,2,1,2
1072,39,14,61,94005,3,0.5,3
1073,54,24,75,90089,2,4.5,3
1074,33,8,122,94583,1,0,1
1075,39,14,75,95762,3,3,1
1076,41,15,59,90024,4,0.2,3
1077,40,13,24,94608,3,1,2
1078,29,3,175,90095,3,3.3,3
1079,51,27,39,92709,2,0.8,1
1080,54,30,145,94591,2,6.8,1
1081,47,22,24,90717,4,0.4,2
1082,53,28,20,94080,3,0.1,2
1083,30,5,85,94115,1,2.6,2
1084,28,3,65,95014,3,2.6,3
1085,60,35,191,93407,4,5.6,3
1086,51,26,11,92612,2,0,1
1087,63,37,40,94024,2,1,3
1088,38,13,54,92028,3,0.7,2
1089,59,35,95,95521,1,3.8,1
1090,53,29,94,92103,4,1,2
1091,31,5,79,94720,4,2.2,2
1092,41,17,48,94720,3,0.3,3
1093,25,1,70,92120,4,2.6,1
1094,27,3,40,94550,3,0.1,2
1095,50,24,44,94086,4,1.8,1
1096,50,25,43,92129,1,1.4,3
1097,43,18,29,90245,1,0.3,3
1098,50,24,188,92007,3,1.3,1
1099,46,20,114,90720,1,0,1
1100,30,6,52,92717,3,0.7,2
1101,42,16,13,91711,1,0.2,1
1102,42,17,95,90095,3,0.5,3
1103,29,3,84,95023,1,2.9,3
1104,38,14,49,90037,1,1.8,1
1105,51,25,181,93106,1,1.7,1
1106,35,10,182,95051,1,0.3,2
1107,37,13,70,92101,2,2.7,1
1108,47,21,79,94110,3,1.1,1
1109,55,29,61,95051,4,2.8,2
1110,65,41,121,92126,2,2.1,1
1111,58,33,34,92028,3,0.2,1
1112,54,28,183,90071,1,1,1
1113,52,28,51,94949,1,1.6,3
1114,28,2,70,90630,3,0.3,3
1115,32,8,39,95827,1,1.7,1
1116,51,24,84,94117,3,2,2
1117,43,18,122,92056,1,7,1
1118,42,18,145,94709,1,1.7,1
1119,42,17,98,95670,2,0.4,1
1120,41,16,79,96064,1,1,3
1121,34,8,38,94304,2,2,3
1122,30,6,49,91330,3,0.7,2
1123,32,7,38,90041,1,1,1
1124,46,20,91,92521,4,2.6,3
1125,38,12,29,94022,4,0.2,1
1126,37,13,172,95003,2,6.5,1
1127,32,8,104,95192,2,3.7,1
1128,35,9,58,91101,1,2.5,1
1129,30,5,171,94025,2,1.9,2
1130,30,4,73,94305,3,3.3,1
1131,58,32,191,94402,1,2.9,1
1132,57,27,90,91709,2,4.5,3
1133,34,9,55,94920,3,2.3,1
1134,31,4,28,94126,1,2,2
1135,39,14,42,95616,1,2.5,3
1136,57,33,9,93106,1,0.1,2
1137,47,21,65,94086,1,1.5,2
1138,51,26,134,90230,4,4.5,3
1139,30,6,83,93101,4,3.4,1
1140,55,28,38,95616,3,1,2
1141,32,6,13,94611,4,0.3,1
1142,32,7,143,91365,3,2.9,3
1143,44,20,75,91335,4,1.9,1
1144,33,7,120,94022,1,3.2,3
1145,49,24,91,95822,1,2.8,2
1146,32,6,99,92101,2,1.5,3
1147,31,7,71,90034,1,0.1,1
1148,37,13,111,91367,1,0.8,2
1149,41,15,108,90034,1,5.2,1
1150,56,32,158,91763,1,7.4,1
1151,55,31,81,95521,3,2.67,1
1152,49,23,12,94720,2,0.1,3
1153,63,37,21,95831,2,0.4,1
1154,55,30,55,92821,4,0.9,1
1155,59,35,42,93555,1,1.8,3
1156,41,16,81,92653,2,0.4,1
1157,49,25,13,94305,4,0.2,1
1158,48,23,132,94998,1,0.6,1
1159,41,16,99,92660,1,1,3
1160,50,26,23,92028,4,0.2,1
1161,28,1,40,95134,1,2,2
1162,36,11,181,94309,3,1.4,1
1163,38,14,112,94501,2,2.2,1
1164,34,9,138,94720,2,7.8,1
1165,41,17,94,90071,3,3.8,2
1166,43,19,113,91203,1,1.7,1
1167,30,5,112,91711,4,5,2
1168,37,12,190,92354,2,3,1
1169,62,37,38,91706,1,1.1,3
1170,40,16,32,92110,1,1.4,3
1171,35,10,104,91320,3,0.6,2
1172,64,40,43,95014,1,1.9,2
1173,49,24,45,92104,3,1.7,2
1174,24,-1,35,94305,2,1.7,2
1175,36,10,42,93106,4,1.2,2
1176,29,4,58,91006,1,0.8,2
1177,29,3,103,90049,4,3.4,1
1178,28,3,71,90405,1,3.3,2
1179,33,7,14,94025,1,0.4,2
1180,36,11,98,90291,3,1.2,3
1181,42,17,90,90504,1,0.1,2
1182,25,0,65,90095,4,0.2,1
1183,28,2,19,94720,4,0.4,1
1184,50,25,35,94105,3,1.7,2
1185,34,9,71,90041,4,1.3,1
1186,43,19,31,94025,3,0.5,1
1187,62,38,43,94928,4,1.2,2
1188,61,36,24,94309,1,1.5,2
1189,45,19,58,94305,2,0.4,3
1190,42,17,115,92717,2,0.4,1
1191,39,15,168,93117,2,8,1
1192,29,5,128,94111,1,1.5,1
1193,45,20,138,92870,1,7,1
1194,58,32,81,92121,3,1.7,2
1195,29,3,41,94305,4,1.3,3
1196,32,7,123,92407,2,2.9,2
1197,37,13,71,94609,2,2.7,1
1198,48,23,8,92866,1,0.4,3
1199,40,14,42,94801,2,0.7,1
1200,29,4,62,92064,2,2.5,1
1201,36,12,22,92507,4,1,1
1202,35,8,38,95060,4,1,2
1203,35,11,24,95521,4,0.4,2
1204,62,37,50,91311,3,2.4,1
1205,26,1,190,91604,4,1.3,2
1206,32,7,94,91361,2,3.1,1
1207,63,37,165,95035,4,5.1,3
1208,38,12,43,94301,4,1.2,2
1209,50,26,48,91711,1,1.6,2
1210,46,21,52,91304,3,2.7,2
1211,50,24,84,93943,4,4.9,1
1212,61,36,131,92407,1,0.9,1
1213,34,8,44,91101,4,0.2,1
1214,27,2,78,93943,4,0.2,1
1215,61,36,15,92521,4,0.4,2
1216,45,20,38,94550,4,1.9,3
1217,50,25,84,91107,1,1.3,3
1218,44,20,122,94305,1,0.3,1
1219,62,36,98,92122,2,2.8,1
1220,45,18,80,92407,3,2.67,2
1221,41,17,165,94143,2,8,1
1222,30,5,121,94132,2,3.3,1
1223,61,37,20,90011,3,0.4,2
1224,45,19,11,96150,1,0.2,1
1225,59,35,45,94920,1,1.8,3
1226,30,6,118,94534,2,2.8,2
1227,60,36,14,90089,2,0.3,1
1228,39,13,30,92122,3,0.2,2
1229,56,30,45,92870,1,0.2,1
1230,56,32,80,94596,3,2.67,1
1231,27,1,25,94920,4,0.3,2
1232,66,41,144,94306,1,2.5,1
1233,43,19,84,92646,4,0.2,3
1234,53,29,22,93943,2,0.4,1
1235,44,18,33,90405,3,1.5,1
1236,54,28,60,94110,4,2.6,3
1237,31,6,81,95762,4,2.2,2
1238,38,13,169,92093,1,6.8,3
1239,28,2,63,91116,2,1.6,3
1240,51,26,12,90245,2,0.7,3
1241,52,27,15,91320,4,0.8,1
1242,64,38,39,92120,1,0.5,3
1243,29,4,44,91380,4,2,2
1244,34,10,110,92697,1,4,1
1245,33,8,130,94720,3,6.3,2
1246,46,21,41,94025,1,1.4,3
1247,48,22,59,91775,1,1.4,3
1248,52,28,39,94606,2,0.8,1
1249,44,19,35,94305,4,0,2
1250,51,27,80,90032,1,2.6,2
1251,47,20,81,94301,1,2.67,2
1252,39,13,31,95120,2,0.8,3
1253,42,17,93,92182,4,1.9,3
1254,57,33,45,92346,4,1.5,1
1255,36,12,40,91101,2,0.6,3
1256,27,1,80,95354,2,1.6,3
1257,31,7,20,92115,1,0.4,3
1258,63,37,41,93014,1,0.5,3
1259,34,8,31,91203,1,0.3,1
1260,52,27,35,95616,4,0.2,2
1261,57,31,40,91107,3,1.4,3
1262,63,39,84,94901,1,1.8,3
1263,26,1,53,94720,2,1.6,3
1264,35,5,85,92870,4,4,3
1265,58,33,138,94546,2,3.9,1
1266,32,2,71,95014,2,1.75,3
1267,64,39,113,92121,1,0.8,3
1268,50,23,23,94720,2,1,2
1269,34,9,62,92677,3,2.3,1
1270,36,11,14,92673,4,0.2,3
1271,43,18,60,91311,2,2.2,3
1272,28,4,94,92115,3,0.8,1
1273,64,39,83,95616,3,1.8,2
1274,60,35,130,95741,3,6.3,3
1275,62,37,61,93117,4,1.7,1
1276,27,2,92,95616,2,3.1,1
1277,42,16,20,95351,2,0.8,3
1278,45,20,194,92110,2,8.8,1
1279,36,10,74,94305,1,2.5,1
1280,48,22,84,90024,2,0.4,3
1281,65,40,98,95064,3,1.8,2
1282,39,15,52,92093,3,2.33,1
1283,51,26,55,93955,1,1.3,2
1284,30,6,64,94305,4,3.4,1
1285,65,40,128,90740,1,2.5,1
1286,38,13,113,94720,4,1.7,2
1287,29,3,50,94010,3,1.1,2
1288,42,18,54,94010,4,2.2,2
1289,63,38,129,91326,1,0.9,1
1290,46,21,82,94523,4,0.4,1
1291,62,38,100,90277,4,1.7,2
1292,58,34,44,94111,4,2.2,1
1293,56,30,164,94610,4,0.5,2
1294,56,31,81,92373,2,3.7,1
1295,34,10,71,95003,1,0.1,1
1296,42,17,28,92866,1,0.5,3
1297,30,6,80,92399,3,1.5,1
1298,61,35,90,95814,4,1.9,2
1299,38,14,74,90274,1,3.6,2
1300,50,25,14,95762,2,0.7,3
1301,61,36,23,91754,2,0.5,2
1302,41,17,153,92121,1,1.7,1
1303,42,16,38,94087,3,0.9,3
1304,29,5,112,94720,2,2,2
1305,51,26,145,90025,1,8.1,1
1306,32,6,28,94025,2,0.3,2
1307,34,9,31,94115,4,1.1,3
1308,26,2,195,94546,1,6.33,1
1309,54,24,50,92037,3,2,3
1310,38,14,71,95136,4,2,3
1311,62,36,21,95616,3,0.3,3
1312,37,11,35,90044,2,0.8,3
1313,46,21,42,92691,1,2.4,1
1314,52,27,78,92008,4,3.6,3
1315,32,6,73,94305,4,2.2,2
1316,49,25,53,95134,2,1,3
1317,28,3,51,94086,2,1.6,3
1318,55,30,40,95521,2,2.3,3
1319,52,26,178,94234,1,1,1
1320,32,6,35,94005,2,0.3,1
1321,31,7,192,90250,1,0,2
1322,27,3,123,95138,1,5.4,1
1323,32,5,48,94022,2,1.67,2
1324,52,26,45,91604,3,0.6,2
1325,52,28,15,95064,1,0.2,1
1326,50,24,79,94304,1,0.3,1
1327,32,5,63,90024,4,2,2
1328,61,35,30,94720,2,0.2,3
1329,60,36,145,95616,4,6.9,1
1330,28,4,32,90095,3,1,2
1331,34,9,64,92346,2,0.1,1
1332,31,7,84,92692,1,0.1,1
1333,31,5,21,94309,1,0.4,2
1334,62,38,99,95014,4,1.7,2
1335,47,22,35,94304,2,1.3,1
1336,50,24,180,94539,1,1.7,1
1337,36,12,42,93555,1,1.33,1
1338,26,0,179,92028,4,2.1,2
1339,51,27,42,90245,4,0.1,3
1340,52,25,180,94545,2,9,2
1341,35,11,82,94131,4,3.4,1
1342,42,16,55,91355,2,0.7,1
1343,36,12,79,90041,2,2.2,1
1344,41,17,48,92831,2,0.6,3
1345,49,25,93,93117,1,2.7,1
1346,57,32,23,92126,2,0.2,3
1347,44,20,50,95670,3,2.33,1
1348,60,34,85,91367,2,2,1
1349,38,14,35,95051,1,1.5,2
1350,26,2,171,93943,3,6,2
1351,29,2,29,90266,4,1.5,2
1352,59,35,84,94588,1,1.8,3
1353,51,27,20,90401,4,0.5,2
1354,50,25,14,94124,1,0.4,3
1355,35,10,179,91942,1,8.6,1
1356,61,37,48,91910,1,0.8,1
1357,42,16,74,90066,1,2.8,1
1358,55,29,53,95134,1,1.4,1
1359,50,25,83,92007,1,2.8,2
1360,64,40,171,90034,2,2.1,1
1361,54,28,85,92028,4,4.9,1
1362,50,26,38,95039,4,0.9,2
1363,31,5,85,92130,3,1.6,1
1364,32,8,79,92115,1,0.1,1
1365,44,19,69,92129,4,0.4,1
1366,60,35,43,94720,3,0.9,3
1367,60,34,33,91107,2,0.3,1
1368,62,38,42,95747,3,0.1,3
1369,46,21,40,94025,4,1.9,3
1370,57,33,43,91902,1,1.8,3
1371,30,5,20,94545,4,0.5,3
1372,58,32,65,95621,3,2.5,1
1373,39,13,139,95616,3,3.4,1
1374,60,35,135,92612,3,0.3,3
1375,59,34,84,94043,3,1.6,3
1376,50,26,179,92612,1,2.9,3
1377,63,39,45,92870,4,1.3,2
1378,27,3,109,93023,2,2.5,1
1379,54,29,34,93305,4,0.1,3
1380,62,37,162,95051,1,1.3,1
1381,60,34,105,92103,2,1.4,1
1382,38,12,22,91380,3,0.2,2
1383,34,8,82,91775,2,1.8,1
1384,65,41,105,95616,4,1.7,2
1385,55,31,62,91711,1,1.8,3
1386,57,31,82,95032,2,2,1
1387,27,3,72,95616,4,0,1
1388,35,10,38,95762,4,1.7,1
1389,52,28,25,90212,4,1,1
1390,45,15,20,94107,1,0.75,3
1391,29,3,80,94305,4,1.8,2
1392,44,18,84,91330,3,1.1,1
1393,47,23,33,90095,1,1,1
1394,62,37,55,95039,3,0.9,3
1395,52,27,33,90095,2,0.7,2
1396,47,23,190,92831,4,0.3,3
1397,42,18,43,91107,1,0.3,3
1398,65,41,45,95521,3,0.1,3
1399,42,18,141,93407,1,3.5,1
1400,40,16,69,92009,4,2.4,1
1401,32,8,78,90401,4,0.1,2
1402,40,15,84,94521,1,3.7,3
1403,55,29,172,95064,1,5.2,2
1404,32,6,51,93109,4,0.2,1
1405,58,28,75,92121,1,1.4,3
1406,46,22,183,91605,1,3.1,2
1407,53,23,20,92123,4,0.4,3
1408,63,39,101,94306,2,3.9,3
1409,40,14,129,90089,1,5.9,3
1410,41,17,63,90745,2,3.2,1
1411,60,35,44,92126,4,2.1,1
1412,65,39,184,91302,1,5.4,3
1413,59,33,100,95064,2,2,1
1414,48,24,12,90058,3,0.4,1
1415,59,33,68,94105,2,2.3,3
1416,33,8,48,94019,1,1,1
1417,40,15,82,93101,2,0.4,1
1418,42,18,52,94061,2,2.5,1
1419,65,41,154,92008,2,4.6,2
1420,30,4,39,91105,1,1.5,1
1421,30,4,40,91605,1,0.3,1
1422,42,17,54,94720,4,1.9,3
1423,32,8,32,94143,2,1,2
1424,55,30,64,90250,2,2.3,3
1425,29,3,92,94539,2,1.3,1
1426,64,38,40,91330,1,2.5,3
1427,37,11,60,96651,3,0.5,3
1428,31,5,85,95828,2,1.3,1
1429,25,-1,21,94583,4,0.4,1
1430,31,5,35,95064,1,0.6,3
1431,32,7,52,92660,2,0.1,1
1432,58,34,128,90058,1,7.4,1
1433,26,2,195,90245,1,6.33,1
1434,51,25,68,92647,2,1.5,2
1435,65,41,55,93106,2,1.1,1
1436,43,17,55,90266,1,0.2,1
1437,46,21,80,95054,4,0.4,1
1438,28,3,123,92007,1,0.8,1
1439,63,37,90,94105,4,1.9,2
1440,59,29,61,94025,1,1.4,3
1441,42,15,41,94610,3,2.5,2
1442,58,33,43,94720,2,1.6,3
1443,39,13,71,95822,3,0.1,1
1444,36,12,25,95051,4,1,1
1445,60,33,154,90740,1,3,2
1446,47,21,141,90095,1,2.4,1
1447,29,4,22,92661,2,0.9,3
1448,52,28,145,94131,2,6.8,1
1449,41,16,49,92122,3,0.5,3
1450,63,37,109,90740,1,2,1
1451,59,34,80,90086,3,0.5,1
1452,44,20,82,94555,4,1.4,2
1453,54,28,52,94102,4,2.5,1
1454,29,5,85,90232,3,2.5,1
1455,51,25,148,90024,1,1,1
1456,63,39,160,91330,2,2.1,1
1457,36,11,39,90095,4,1.7,1
1458,42,16,25,94304,2,0.8,3
1459,51,25,33,93033,1,1.4,3
1460,47,20,38,92115,3,2.5,2
1461,40,16,85,92677,4,0.2,3
1462,54,28,48,93022,1,0.2,1
